state,county,geoid,vote_prop_est,dem_prop,dem_margin,dem_vs_prev,total_votes_2016,total_votes_2020
Alabama,Autauga,01001,0.9963846710050615,0.2703193033381713,-0.4468069666182874,0.04316220008174865,24973.0,27560
Alabama,Baldwin,01003,1.129387789053402,0.22412078806849567,-0.5405174001104769,0.0310837131594911,95215.0,108620
Alabama,Barbour,01005,0.9905168326220958,0.45686931546194354,-0.07975107707036855,-0.024062854699559544,10469.0,10445
Alabama,Bibb,01007,0.9896512470247335,0.20725713688173167,-0.5778521384502772,-0.02631568306984855,8819.0,9563
Alabama,Blount,01009,0.9963677309215067,0.09576756224709271,-0.8008457584484707,0.008244440082090465,25588.0,27431
Alabama,Bullock,01011,0.8582354038425667,0.7474462073462291,0.4990219517496197,-0.008409046127237918,4710.0,4601
Alabama,Butler,01013,0.9895397489539749,0.4178646934460888,-0.15803382663847776,-0.023471298008152564,8732.0,9460
Alabama,Calhoun,01015,0.9980287798147053,0.2985976693659885,-0.39198103890973734,0.017993054354511318,47864.0,50630
Alabama,Chambers,01017,0.9664004057309497,0.41695093151403834,-0.15691419574914717,-0.008784699346269464,13900.0,15244
Alabama,Cherokee,01019,1.030244476182475,0.13202315909646906,-0.7292669004321943,-0.03924547119526145,10733.0,12263
Alabama,Chilton,01021,0.9630909455128205,0.15891009307888304,-0.6757838905933129,-0.013254629337936974,18369.0,19231
Alabama,Choctaw,01023,1.0116657623440044,0.41914722445695896,-0.15661035130061685,-0.01988517302305237,7292.0,7458
Alabama,Clarke,01025,0.978395753905958,0.4378056234718826,-0.12072127139364303,-0.013975818243462668,13031.0,13088
Alabama,Clay,01027,0.992952682295412,0.18279258400926998,-0.6267381228273464,-0.021665659059230458,6624.0,6904
Alabama,Cleburne,01029,1.0237384506041223,0.0933074146070536,-0.8053318522632602,-0.034817670555388314,6593.0,7202
Alabama,Coffee,01031,0.9955044056824313,0.22805274566473988,-0.5320628612716763,0.02911593200612017,20767.0,22144
Alabama,Colbert,01033,0.9959525640506739,0.2867883122688666,-0.4167106920794895,-0.03806329091553201,24915.0,24607
Alabama,Conecuh,01035,0.9846578705124271,0.45980056092240573,-0.07541290121533184,-0.023780403113585424,6585.0,6418
Alabama,Coosa,01037,0.9820337765001796,0.32821075740944017,-0.3351628247347238,-0.03070737919016936,5252.0,5466
Alabama,Covington,01039,0.994283427656777,0.15621226930374288,-0.6819985051457483,0.0005610933486055458,15940.0,17393
Alabama,Crenshaw,01041,0.9850924269528921,0.2572639225181598,-0.4788135593220339,-0.024210080783658328,6267.0,6608
Alabama,Cullman,01043,0.9976062811183455,0.10687206065841251,-0.7762261253479221,-0.005465953193616979,37873.0,41676
Alabama,Dale,01045,0.9949410633884758,0.2620633548583922,-0.46407688005288045,0.03701651159467417,18749.0,19667
Alabama,Dallas,01047,0.9944261746836854,0.685387590381705,0.3758197410459055,0.0008197410459054311,18792.0,17841
Alabama,DeKalb,01049,1.0222866524609635,0.14594225183666495,-0.6995728686143857,-0.011003210130687058,25826.0,29265
Alabama,Elmore,01051,0.9713292375101205,0.2526109340524638,-0.4850453542534935,0.030011006455041067,37260.0,40790
Alabama,Escambia,01053,0.993723324127542,0.30912076806467914,-0.3758211217786761,-0.01677767280595799,14845.0,15832
Alabama,Etowah,01055,0.9978928736988495,0.24255669580641073,-0.5037374889142279,-0.007609420804455258,44164.0,47358
Alabama,Fayette,01057,0.9886890623232666,0.1590207070129276,-0.6755519963390917,-0.026988534101244688,8249.0,8741
Alabama,Franklin,01059,0.9636907960389959,0.16608252349848654,-0.6594710849131751,-0.05573354338493586,12040.0,12554
Alabama,Geneva,01061,0.9920798352605734,0.1270956410665815,-0.7386236627814147,-0.01834810571388623,11758.0,12526
Alabama,Greene,01063,0.9794365617931318,0.8146126390930086,0.6309048918748688,-0.019709862223491914,4880.0,4763
Alabama,Hale,01065,0.957647628267183,0.5922415971695729,0.18915845337376802,-0.010095277969515537,8040.0,7914
Alabama,Henry,01067,0.9893059565821837,0.2798616365798292,-0.43281807372175984,-0.019042057864475437,8072.0,9251
Alabama,Houston,01069,0.997814064310228,0.27905448331763316,-0.4303897298836725,0.0401653957055767,42639.0,45647
Alabama,Jackson,01071,1.1685873365272563,0.2667774699907664,-0.4587626962142198,0.1607092824361806,20984.0,27075
Alabama,Jefferson,01073,0.9278619758371521,0.5602653066911908,0.13157886588201778,0.0589107067320101,304191.0,322947
Alabama,Lamar,01075,0.9862618491551037,0.13623067279565398,-0.722941913915587,-0.03574696703071767,6966.0,7179
Alabama,Lauderdale,01077,0.9977315518453825,0.2699224700452448,-0.4480367414682946,0.006030304705013423,39525.0,43983
Alabama,Lawrence,01079,0.9937640309304066,0.22238955823293172,-0.5473142570281124,-0.061374544303046674,14829.0,15936
Alabama,Lee,01081,0.9704459893929818,0.3907632625900808,-0.20414548852486875,0.02202065159778499,59191.0,70631
Alabama,Limestone,01083,0.9979458948708995,0.27808081015993247,-0.4286890476092461,0.05771091268260875,40294.0,48583
Alabama,Lowndes,01085,0.9855679030163083,0.72748572265339,0.4587787377361254,-0.009802949876082878,6684.0,6829
Alabama,Macon,01087,0.9886039886039886,0.8165994236311239,0.639193083573487,-0.03203229935867924,9140.0,8675
Alabama,Madison,01089,0.999482020947073,0.45027933539941334,-0.080380186361799,0.0830212666123914,163389.0,192958
Alabama,Marengo,01091,0.990885891359825,0.5036791758646063,0.012785136129506991,-0.021961089084245933,10994.0,10872
Alabama,Marion,01093,0.9968129798638273,0.10587123964540038,-0.7799011771544834,-0.021891318867360732,12984.0,13762
Alabama,Marshall,01095,0.9923694880253847,0.14921585545348423,-0.6906054915495102,-0.0020790446132773477,35316.0,39406
Alabama,Mobile,01097,0.9994486682581776,0.43443531793533724,-0.12053795530646133,0.012207200624230974,172737.0,181279
Alabama,Monroe,01099,0.99066031568133,0.41717733572169324,-0.16064862826435367,-0.018208748992617707,10271.0,10607
Alabama,Montgomery,01101,0.9989817011700254,0.6530381333904162,0.3154133920471341,0.05557276124549032,95878.0,98103
Alabama,Morgan,01103,0.941096591009294,0.24659408204186423,-0.4936941326387197,0.024274432245570632,50644.0,53363
Alabama,Perry,01105,0.9811605124340618,0.7390552995391705,0.48252688172043007,0.024588268609403163,5278.0,5208
Alabama,Pickens,01107,0.9897404329537294,0.41639888048097856,-0.16305587229190416,-0.00753292112862608,9542.0,9647
Alabama,Pike,01109,0.9927886348885844,0.40771409893222926,-0.17483838163724846,0.025419820063845022,13168.0,13767
Alabama,Randolph,01111,0.9908340971585701,0.20379278445883442,-0.5869565217391304,-0.05549485490885653,10187.0,10810
Alabama,Russell,01113,0.9952761112948179,0.5257961934595852,0.06084769092030945,0.04168483259043826,19256.0,21069
Alabama,Shelby,01117,0.9991233760541403,0.28985558109744325,-0.40751399441978,0.08671833220435332,101254.0,113974
Alabama,St. Clair,01115,0.997745767678817,0.17392286663202366,-0.642122862113373,0.036575054553293684,38400.0,44261
Alabama,Sumter,01119,0.9843112645120803,0.7394007013069812,0.4846987567739879,-0.008983976029007024,6411.0,6274
Alabama,Talladega,01121,0.9971947935368043,0.3682907617868797,-0.25649825587937436,-0.002270100103638706,33407.0,35548
Alabama,Tallapoosa,01123,0.9952265024583512,0.27891025948486736,-0.4359921339152957,-0.02159205180506274,19486.0,20849
Alabama,Tuscaloosa,01125,0.9292255241302608,0.41962907447593906,-0.15041723528490575,0.04258155552525145,82700.0,89398
Alabama,Walker,01127,0.9967896240649781,0.15543173693194628,-0.6802473509613836,-0.009475092546616937,29472.0,31049
Alabama,Washington,01129,0.9855266087731017,0.25451875282422054,-0.4858788974243109,-0.056018355996911406,8533.0,8852
Alabama,Wilcox,01131,0.9457850707850708,0.6865113114475251,0.3759142711345467,-0.04938811526623782,6118.0,5879
Alabama,Winston,01133,1.025034137460173,0.08650088809946714,-0.8182060390763766,-0.007966535537154207,10313.0,11260
Alaska,Aleutians East,02013,,,,,6533.0,0
Alaska,Aleutians West,02016,,,,,7436.0,0
Alaska,Anchorage,02020,,,,,7140.0,0
Alaska,Bethel,02050,,,,,,0
Alaska,Bristol Bay,02060,,,,,,0
Alaska,Denali,02068,,,,,,0
Alaska,Dillingham,02070,,,,,,0
Alaska,Fairbanks North Star,02090,,,,,,0
Alaska,Haines,02100,,,,,,0
Alaska,Hoonah-Angoon,02105,,,,,,0
Alaska,Juneau,02110,,,,,,0
Alaska,Kenai Peninsula,02122,,,,,,0
Alaska,Ketchikan Gateway,02130,,,,,,0
Alaska,Kodiak Island,02150,,,,,,0
Alaska,Lake and Peninsula,02164,,,,,,0
Alaska,Matanuska-Susitna,02170,,,,,,0
Alaska,Nome,02180,,,,,,0
Alaska,North Slope,02185,,,,,,0
Alaska,Northwest Arctic,02188,,,,,,0
Alaska,Petersburg,02195,,,,,,0
Alaska,Prince of Wales-Hyder,02198,,,,,,0
Alaska,Sitka,02220,,,,,,0
Alaska,Skagway,02230,,,,,,0
Alaska,Southeast Fairbanks,02240,,,,,,0
Alaska,Valdez-Cordova,02261,,,,,,0
Alaska,Wrangell,02275,,,,,,0
Alaska,Yakutat,02282,,,,,,0
Alaska,Yukon-Koyukuk,02290,,,,,,0
Arizona,Apache,04001,1.1225808557161971,0.6608134430328226,0.3340407593685496,0.014348774263166553,27661.0,34397
Arizona,Cochise,04003,0.9951169010439134,0.3987550284366764,-0.18350325981412124,0.02927290733573379,50015.0,57672
Arizona,Coconino,04005,1.0303887725652199,0.609731985940246,0.24019661687170474,0.051249741453532616,59784.0,72832
Arizona,Gila,04007,1.0628242074927954,0.3233188720173536,-0.340997830802603,-0.019242721444410082,22312.0,27660
Arizona,Graham,04009,1.0255831452219715,0.26905889415060363,-0.44774227973054087,-0.05842301155846247,12134.0,14993
Arizona,Greenlee,04011,0.9105510254509513,0.32075983717774764,-0.3394843962008141,-0.09483607815800071,3270.0,3685
Arizona,La Paz,04012,0.9967923015236567,0.2998122821131671,-0.38790560471976404,0.02009305096835562,5951.0,7458
Arizona,Maricopa,04013,1.0170846109701552,0.5037699934823925,0.02280184761706394,0.0511556146612791,1567834.0,2045229
Arizona,Mohave,04015,1.077971883398801,0.2375171408570908,-0.5125379975643201,-0.001836622834825219,79943.0,104283
Arizona,Navajo,04017,1.1314741035856575,0.45169091471908374,-0.08257235722024459,0.01962648131651029,40294.0,51688
Arizona,Pima,04019,0.9842565000078836,0.5908117005342454,0.19596873022611316,0.060229711157713584,421640.0,499396
Arizona,Pinal,04021,1.0560349529501598,0.406508750278628,-0.17189581215307415,0.020522325033716704,129546.0,183937
Arizona,Santa Cruz,04023,1.0251087697227028,0.6718142769482511,0.3550828390263857,-0.1191458471538614,16433.0,19556
Arizona,Yavapai,04025,1.0477416490955498,0.3470604019263088,-0.2914318801282323,0.020844222973558924,114450.0,141618
Arizona,Yuma,04027,1.0163532661973087,0.4612506759027869,-0.0614377365659754,-0.050873692046073504,53010.0,68427
Arkansas,Arkansas,05001,0.9843358395989975,0.2885105028644176,-0.39592616168045824,-0.09215925891162374,6212.0,6284
Arkansas,Ashley,05003,0.987517163899638,0.2678548856023259,-0.4324358488181013,-0.0699466740067689,8083.0,7911
Arkansas,Baxter,05005,0.9952534649705714,0.2205742083174361,-0.5334318962228157,-0.0015589831397437859,19766.0,20968
Arkansas,Benton,05007,0.999161538074556,0.35156000872732157,-0.26610778242116034,0.0733328521322561,96824.0,119166
Arkansas,Boone,05009,0.9941870603964424,0.1789744489270888,-0.6187803309360931,-0.04097634608102507,16111.0,17103
Arkansas,Bradley,05011,0.9732905982905983,0.33150384193194293,-0.3084522502744237,-0.07658802908635909,3653.0,3644
Arkansas,Calhoun,05013,0.9554168524297816,0.21791880541297245,-0.5328978068128791,-0.12875501263041994,2269.0,2143
Arkansas,Carroll,05015,0.991481386830224,0.33860297276398316,-0.293066414640433,0.027067439235752222,10758.0,11639
Arkansas,Chicot,05017,0.9761507274028142,0.5502076716344979,0.12264842413877353,-0.029171499232873987,4176.0,4093
Arkansas,Clark,05019,0.9881768739654765,0.4083512802105767,-0.14261785116056475,-0.050663828172059,8526.0,8358
Arkansas,Clay,05021,0.9810534293292914,0.18520664349169563,-0.6035148706064117,-0.1069764090679502,5200.0,5178
Arkansas,Cleburne,05023,0.9921365101832194,0.15550447808512324,-0.6602203376396925,-0.05144913366782655,12085.0,12617
Arkansas,Cleveland,05025,0.972885032537961,0.18088071348940915,-0.6153846153846154,-0.09689922480620161,3354.0,3588
Arkansas,Columbia,05027,0.9884393063583815,0.32526315789473687,-0.3143859649122807,-0.05378058626931914,8887.0,8550
Arkansas,Conway,05029,0.9885596613659764,0.3000810091424604,-0.35632449947922695,-0.07967507346686414,7927.0,8641
